source_text,target_text
what is the name of the document with the most number of sections?,"documents.merge(document_sections, on='document_code').groupby('document_code')['document_name'].first().value_counts().index[0]"
return the name of the document that has the most sections.,"documents.merge(document_sections, on='document_code').groupby('document_code')['document_name'].first().value_counts().index[0]"
"list all the document names which contains ""cv"".","documents.loc[documents['document_name'].str.contains('cv'), 'document_name']"
"what are the names of documents that contain the substring ""cv""?","documents.loc[documents['document_name'].str.contains('cv'), 'document_name']"
how many users are logged in?,(users['user_login'] == 1).sum()
count the number of users that are logged in.,(users['user_login'] == 1).sum()
find the description of the most popular role among the users that have logged in.,"roles.loc[lambda x: x['role_code']==users.loc[lambda y: y['user_login']==1, 'role_code'].value_counts().idxmax(), 'role_description']"
what is the description of the most popular role among users that have logged in?,"roles.loc[lambda x: x['role_code']==users.loc[lambda y: y['user_login']==1, 'role_code'].value_counts().idxmax(), 'role_description']"
find the average access count of documents with the least popular structure.,documents.groupby('document_structure_code')['access_count'].mean().sort_values().head(1)
what is the average access count of documents that have the least common structure?,documents.groupby('document_structure_code')['access_count'].mean().sort_values().head(1)
list all the image name and urls in the order of their names.,"images[['image_name', 'image_url']].sort_values('image_name')"
"what are the names and urls of images, sorted alphabetically?","images[['image_name', 'image_url']].sort_values('image_name')"
find the number of users in each role.,users.groupby('role_code').size().reset_index(name='count')
"what are the different role codes for users, and how many users have each?",users.groupby('role_code').size().reset_index(name='count')
what document types have more than 2 corresponding documents?,documents.groupby('document_type_code').filter(lambda x: len(x) > 2)['document_type_code'].unique()
give the codes of document types that have more than 2 corresponding documents.,documents.groupby('document_type_code').filter(lambda x: len(x) > 2)['document_type_code'].unique()
how many companies are there?,companies.shape[0]
count the number of companies.,companies.shape[0]
list the names of companies in descending order of market value.,"companies.sort_values('market_value_billion', ascending=false)['name']"
sort the company names in descending order of the company's market value.,"companies.sort_values('market_value_billion', ascending=false)['name']"
"what are the names of companies whose headquarters are not ""usa""?","companies.loc[lambda x: x['headquarters']!='usa', 'name']"
"find the names of the companies whose headquarters are not located in ""usa"".","companies.loc[lambda x: x['headquarters']!='usa', 'name']"
"what are the name and assets of each company, sorted in ascending order of company name?","companies[['name', 'assets_billion']].sort_values('name')"
list the name and assets of each company in ascending order of company name.,"companies[['name', 'assets_billion']].sort_values('name')"
what are the average profits of companies?,companies['profits_billion'].mean()
compute the average profits companies make.,companies['profits_billion'].mean()
"what are the maximum and minimum sales of the companies whose industries are not ""banking"".","companies.loc[lambda x: x['industry']!='banking', 'sales_billion'].agg(['max', 'min'])"
"find the maximum and minimum sales of the companies that are not in the ""banking"" industry.","companies.loc[lambda x: x['industry']!='banking', 'sales_billion'].agg(['max', 'min'])"
how many different industries are the companies in?,companies['industry'].nunique()
count the number of distinct company industries.,companies['industry'].nunique()
list the names of buildings in descending order of building height.,"buildings.sort_values('height', ascending=false)['name']"
what are the names of buildings sorted in descending order of building height?,"buildings.sort_values('height', ascending=false)['name']"
find the stories of the building with the largest height.,"buildings.sort_values('height', ascending=false).iloc[0]['stories']"
what is the stories of highest building?,"buildings.sort_values('height', ascending=false).iloc[0]['stories']"
list the name of a building along with the name of a company whose office is in the building.,"pd.merge(pd.merge(office_locations, buildings, left_on='building_id', right_on='id'), companies, left_on='company_id', right_on='id')[['name_x', 'name_y']]"
"for each company, return the company name and the name of the building its office is located in.","pd.merge(pd.merge(office_locations, buildings, left_on='building_id', right_on='id'), companies, left_on='company_id', right_on='id')[['name_x', 'name_y']]"
show the names of the buildings that have more than one company offices.,"pd.merge(pd.merge(office_locations, buildings, left_on='building_id', right_on='id'), companies, left_on='company_id', right_on='id').groupby('building_id').filter(lambda x: len(x) > 1)['name_y']"
which buildings have more than one company offices? give me the building names.,"pd.merge(pd.merge(office_locations, buildings, left_on='building_id', right_on='id'), companies, left_on='company_id', right_on='id').groupby('building_id').filter(lambda x: len(x) > 1)['name_y']"
show the name of the building that has the most company offices.,"pd.merge(pd.merge(office_locations, buildings, left_on='building_id', right_on='id'), companies, left_on='company_id', right_on='id').groupby('building_id')['name'].count().idxmax()"
which building has the largest number of company offices? give me the building name.,"pd.merge(pd.merge(office_locations, buildings, left_on='building_id', right_on='id'), companies, left_on='company_id', right_on='id').groupby('building_id')['name'].count().idxmax()"
"please show the names of the buildings whose status is ""on-hold"", in ascending order of stories.",buildings.loc[lambda x: x['status']=='on-hold'].sort_values('stories')['name']
"find the names of the buildings in ""on-hold"" status, and sort them in ascending order of building stories.",buildings.loc[lambda x: x['status']=='on-hold'].sort_values('stories')['name']
please show each industry and the corresponding number of companies in that industry.,companies.groupby('industry').size().reset_index(name='count')
whah are the name of each industry and the number of companies in that industry?,companies.groupby('industry').size().reset_index(name='count')
please show the industries of companies in descending order of the number of companies.,companies.groupby('industry').size().sort_values(ascending=false).index
sort all the industries in descending order of the count of companies in each industry,companies.groupby('industry').size().sort_values(ascending=false).index
list the industry shared by the most companies.,companies.groupby('industry').size().sort_values(ascending=false).index[0]
which industry has the most companies?,companies.groupby('industry').size().sort_values(ascending=false).index[0]
list the names of buildings that have no company office.,"buildings.loc[~buildings['id'].isin(office_locations['building_id']), 'name']"
which buildings do not have any company office? give me the building names.,"buildings.loc[~buildings['id'].isin(office_locations['building_id']), 'name']"
